Title,Abbreviation,Class,ArXiv,ArXiv v1 Date,ArXiv New Version,ArXiv New Date,Publication,Publication Date,DOI,Authors,OpenSource,Official Code,HuggingFace,Demo Page,Page Number,Cite Number,Google Scholar,Cited by,Theory,Propose,Architecture,Tasks,Datasets,Compare Methods,Tags,AR/NAR,Update Time
VoiceCraft: Zero-Shot Speech Editing and Text-to-Speech in the Wild,VoiceCraft,,https://arxiv.org/abs/2403.16973,2024.03.25,v3,2024.06.14,ACL2024,2024.08.00,,,,,,,,,,,,,,TTS/Speech Editing,,,Zero-Shot,,2024.09.24
CM-TTS: Enhancing Real Time Text-to-Speech Synthesis Efficiency through Weighted Samplers and Consistency Models,CM-TTS,,https://arxiv.org/abs/2404.00569,2024.03.31,v1,2024.03.31,NAACL2024Findings,2024.06.16,https://doi.org/10.18653/v1/2024.findings-naacl.240,"Xiang Li, Fan Bu, Ambuj Mehrish, Yingting Li, Jiale Han, Bo Cheng, Soujanya Poria",,https://github.com/XiangLi2022/CM-TTS,,https://cmtts.vercel.app/,,,https://scholar.google.com/scholar?cluster=14200237516690561178,3,,,,TTS,,,,,2024.10.16
WavLLM: Towards Robust and Adaptive Speech Large Language Model,WavLLM,,https://arxiv.org/abs/2404.00656,2024.03.31,v3,2024.09.21,EMNLP2024Findings,,,,,,,,,,,,,,,,,,,,2024.09.25
CLaM-TTS: Improving Neural Codec Language Modeling for Zero-Shot Text-to-Speech,CLaM-TTS,CLM,https://arxiv.org/abs/2404.02781,2024.04.03,v1,2024.04.03,,,,,,,,,,,,,,,,TTS,,,Zero-Shot,,2024.09.21
PromptCodec: High-Fidelity Neural Speech Codec using Disentangled Representation Learning Based Adaptive Feature-aware Prompt Encoders,PromptCodec,Codec,https://arxiv.org/abs/2404.02702,2024.04.03,v2,2024.04.13,,,,,,,,,,,,,,,,,,,,,2024.09.21
RALL-E: Robust Codec Language Modeling with Chain-of-Thought Prompting for Text-to-Speech Synthesis,RALL-E,CLM,https://arxiv.org/abs/2404.03204,2024.04.04,v3,2024.05.19,[Unavailable],[Unavailable],[Unavailable],"Detai Xin, Xu Tan, Kai Shen, Zeqian Ju, Dongchao Yang, Yuancheng Wang, Shinnosuke Takamichi, Hiroshi Saruwatari, Shujie Liu, Jinyu Li, Sheng Zhao",,,,https://ralle-demo.github.io/RALL-E,,,https://scholar.google.com/scholar?cluster=3003546630849225785,14,,,,TTS,,,,,2024.09.24
HyperTTS: Parameter Efficient Adaptation in Text to Speech using Hypernetworks,HyperTTS,,https://arxiv.org/abs/2404.04645,2024.04.06,v1,2024.04.06,,,,,,,,,,,,,,,,TTS,,,,,2024.09.24
LLaMA-VITS: Enhancing TTS Synthesis with Semantic Awareness,LLaMA-VITS,,https://arxiv.org/abs/2404.06714,2024.04.10,v2,2024.04.12,,,,,,,,,,,,,,,,TTS,,,,,2024.09.24
OpenELM: An Efficient Language Model Family with Open Training and Inference Framework,OpenELM,TextLM,https://arxiv.org/abs/2404.14619,2024.04.22,v2,2024.05.02,ICML2024Poster,,https://openreview.net/forum?id=XNMbTkxroF,,,https://github.com/apple/corenet,https://huggingface.co/apple/OpenELM,,,,https://scholar.google.com/scholar?cluster=14435877561062275373,20,,,,,,,,,2024.09.23
FlashSpeech: Efficient Zero-Shot Speech Synthesis,FlashSpeech,,https://arxiv.org/abs/2404.14700,2024.04.23,v3,2024.04.25,[Unavailable],[Unavailable],[Unavailable],"Zhen Ye, Zeqian Ju, Haohe Liu, Xu Tan, Jianyi Chen, Yiwen Lu, Peiwen Sun, Jiahao Pan, Weizhen Bian, Shulin He, Qifeng Liu, Yike Guo, Wei Xue",,,,https://flashspeech.github.io/,,,https://scholar.google.com/scholar?cluster=11063704060237437988,5,,,,TTS,,,Zero-Shot,,2024.10.08
USAT: A Universal Speaker-Adaptive Text-to-Speech Approach,USAT,,https://arxiv.org/abs/2404.18094,2024.04.28,v1,2024.04.28,IEEE/ACM@TASLP2024,2024.04.25,https://doi.org/10.1109/TASLP.2024.3393714,,,,,,,,https://scholar.google.com/scholar?cluster=9629403301496489583,4,,,,TTS,,,,,2024.10.10
MM-TTS: A Unified Framework for Multimodal Prompt-Induced Emotional Text-to-Speech Synthesis,MM-TTS,,https://arxiv.org/abs/2404.18398,2024.04.29,v1,2024.04.29,,,,,,,,,,,,,,,,TTS,,,,,2024.09.24
SemantiCodec: An Ultra Low Bitrate Semantic Audio Codec for General Sound,SemantiCodec,Codec,https://arxiv.org/abs/2405.00233,2024.04.30,v1,2024.04.30,,,,,,https://haoheliu.github.io/SemantiCodec/,,,,,,,,,,,,,,,2024.09.21
Parameter-Efficient Fine-Tuning with Discrete Fourier Transform,FourierFT,PEFT,https://arxiv.org/abs/2405.03003,2024.05.05,v1,2024.05.05,ICML2024Poster,2024.05.02,https://openreview.net/forum?id=XUOHKSsurt,,,https://github.com/Chaos96/fourierft,,,,,https://scholar.google.com/scholar?cluster=9524360008038380215,2,,,,,,,,,2024.09.23
HILCodec: High Fidelity and Lightweight Neural Audio Codec,HILCodec,Codec,https://arxiv.org/abs/2405.04752,2024.05.08,v1,2024.05.08,[Unavailable],[Unavailable],[Unavailable],,,,,,,,https://scholar.google.com/scholar?cluster=13917553035782982630,2,,,,,,,,,2024.09.24
MoRA: High-Rank Updating for Parameter-Efficient Fine-Tuning,MoRA,PEFT,https://arxiv.org/abs/2405.12130,2024.05.20,v1,2024.05.20,,,,,,,,,,,https://scholar.google.com/scholar?cluster=12904203795044394481,5,,,,,,,,,2024.09.23
VB-LoRA: Extreme Parameter Efficient Fine-Tuning with Vector Banks,VB-LoRA,PEFT,https://arxiv.org/abs/2405.15179,2024.05.24,v2,2024.05.27,[Unavailable],[Unavailable],[Unavailable],,,,,,,,https://scholar.google.com/scholar?cluster=5223542161229055516,3,,,,,,,,,2024.09.23
Generative Pre-trained Speech Language Model with Efficient Hierarchical Transformer,GPST,,https://arxiv.org/abs/2406.00976,2024.06.03,v1,2024.06.03,ACL2024,2024.08.00,,,,,,,,,,,,,,,,,,,2024.10.10
ControlSpeech: Towards Simultaneous Zero-shot Speaker Cloning and Zero-shot Language Style Control with Decoupled Codec,ControlSpeech,,https://arxiv.org/abs/2406.01205,2024.06.03,v1,2024.06.03,,,,,,https://github.com/jishengpeng/ControlSpeech,,,,,,,,,,,,,Zero-Shot,,2024.09.24
BiVocoder: A Bidirectional Neural Vocoder Integrating Feature Extraction and Waveform Generation,BiVocoder,Vocoder,https://arxiv.org/abs/2406.02162,2024.06.04,v1,2024.06.04,InterSpeech2024,2024.09.01,https://doi.org/10.21437/Interspeech.2024-255,,,,,,,,,,,,,,,,,,2024.10.10
Seed-TTS: A Family of High-Quality Versatile Speech Generation Models,Seed-TTS,,https://arxiv.org/abs/2406.02430,2024.06.04,v1,2024.06.04,[Unavailable],[Unavailable],[Unavailable],,,,,https://bytedancespeech.github.io/seedtts_tech_report,,,https://scholar.google.com/scholar?cluster=2383691307056980942,12,,,,,,,,,2024.09.23
SimpleSpeech: Towards Simple and Efficient Text-to-Speech with Scalar Latent Transformer Diffusion Models,SimpleSpeech,,https://arxiv.org/abs/2406.02328,2024.06.04,v3,2024.06.14,InterSpeech2024,2024.09.01,https://doi.org/10.21437/Interspeech.2024-1392,"Dongchao Yang, Dingdong Wang, Haohan Guo, Xueyuan Chen, Xixin Wu, Helen Meng",,https://github.com/yangdongchao/SimpleSpeech,,https://simplespeech.github.io/simplespeechDemo/,5,36,https://scholar.google.com/scholar?cluster=11920915854301410313,5,Diffusion,SQ-Codec,,TTS,,,,NAR,2024.10.08
LiveSpeech: Low-Latency Zero-shot Text-to-Speech via Autoregressive Modeling of Audio Discrete Codes,LiveSpeech,,https://arxiv.org/abs/2406.02897,2024.06.05,v2,2024.06.10,[Unavailable],[Unavailable],[Unavailable],,,,,,,,https://scholar.google.com/scholar?cluster=13829823968934264570,1,,,,TTS,,,Zero-Shot,AR,2024.09.24
Small-E: Small Language Model with Linear Attention for Efficient Speech Synthesis,Small-E,,https://arxiv.org/abs/2406.04467,2024.06.06,v2,2024.06.11,InterSpeech2024,2024.09.01,https://doi.org/10.21437/Interspeech.2024-508,,,https://github.com/theodorblackbird/lina-speech,,,,,,,,,,TTS,,,,,2024.09.24
XTTS: A Massively Multilingual Zero-Shot Text-to-Speech Model,XTTS,,https://arxiv.org/abs/2406.04904,2024.06.07,v1,2024.06.07,InterSpeech2024,2024.09.01,https://doi.org/10.21437/Interspeech.2024-2016,,,,,,,,,,,,,TTS,,,Zero-Shot,,2024.09.24
VALL-E 2: Neural Codec Language Models are Human Parity Zero-Shot Text to Speech Synthesizers,VALL-E 2,CLM,https://arxiv.org/abs/2406.05370,2024.06.08,v2,2024.06.17,,,,,,,,https://aka.ms/valle2,,,,,,,,TTS,,,Zero-Shot,,2024.09.24
WenetSpeech4TTS: A 12800-hour Mandarin TTS Corpus for Large Speech Generation Model Benchmark,WenetSpeech4TTS,Dataset,https://arxiv.org/abs/2406.05763,2024.06.09,v3,2024.06.19,InterSpeech2024,2024.09.01,https://doi.org/10.21437/Interspeech.2024-2343,,,,,,,,,,,,,,,,,,2024.09.21
JenGAN: Stacked Shifted Filters in GAN-Based Speech Synthesis,JenGAN,Trick,https://arxiv.org/abs/2406.06111,2024.06.10,v1,2024.06.10,InterSpeech2024,2024.09.01,https://doi.org/10.21437/Interspeech.2024-1447,,,,,,,,,,,,HiFi-GAN/Avocodo/BigVGAN+JenGAN(Training Strategy),TTS,LJSpeech,HiFi-GAN/Avocodo/BigVGAN,,,2024.09.24
mHuBERT-147: A Compact Multilingual HuBERT Model,mHuBERT-147,Representation,https://arxiv.org/abs/2406.06371,2024.06.10,v4,2024.08.23,InterSpeech2024,2024.09.01,https://doi.org/10.21437/Interspeech.2024-938,,,,,,,,https://scholar.google.com/scholar?cluster=12861582762998629338,1,,,,,,,,,2024.09.23
Single-Codec: Single-Codebook Speech Codec towards High-Performance Speech Generation,Single-Codec,Codec,https://arxiv.org/abs/2406.07422,2024.06.11,v1,2024.06.11,InterSpeech2024,2024.09.01,https://doi.org/10.21437/Interspeech.2024-1559,,,,,,,,,,,,,,,,,,2024.10.10
ExHuBERT: Enhancing HuBERT Through Block Extension and Fine-Tuning on 37 Emotion Datasets,ExHuBERT,Representation,https://arxiv.org/abs/2406.10275,2024.06.11,v1,2024.06.11,InterSpeech2024,2024.09.01,https://doi.org/10.21437/Interspeech.2024-280,,,,https://huggingface.co/amiriparian/ExHuBERT,,,,[Unavailable],1,,,,,,,,,2024.09.23
EmoSphere-TTS: Emotional Style and Intensity Modeling via Spherical Emotion Vector for Controllable Emotional Text-to-Speech,EmoSphere-TTS,,https://arxiv.org/abs/2406.07803,2024.06.12,v1,2024.06.12,InterSpeech2024,2024.09.01,https://doi.org/10.21437/Interspeech.2024-398,"Deok-Hyeon Cho, Hyung-Seok Oh, Seung-Bin Kim, Sang-Hoon Lee, Seong-Whan Lee",,,,,,,https://scholar.google.com/scholar?cluster=18117686800584251490,2,,,,,,,,,2024.10.10
VALL-E R: Robust and Efficient Zero-Shot Text-to-Speech Synthesis via Monotonic Alignment,VALL-E R,,https://arxiv.org/abs/2406.07855,2024.06.12,v1,2024.06.12,[Unavailable],[Unavailable],[Unavailable],"Bing Han, Long Zhou, Shujie Liu, Sanyuan Chen, Lingwei Meng, Yanming Qian, Yanqing Liu, Sheng Zhao, Jinyu Li, Furu Wei",,,,https://aka.ms/valler,15,,https://scholar.google.com/scholar?cluster=9587981495960856896,5,,,,TTS,,,Zero-Shot,,2024.10.17
LibriTTS-P: A Corpus with Speaking Style and Speaker Identity Prompts for Text-to-Speech and Style Captioning,LibriTTS-P,Dataset,https://arxiv.org/abs/2406.07969,2024.06.12,v1,2024.06.12,InterSpeech2024,2024.09.01,https://doi.org/10.21437/Interspeech.2024-692,,,,,,,,,,,,,TTS,,,,,2024.09.24
VECL-TTS: Voice identity and Emotional style controllable Cross-Lingual Text-to-Speech,VECL-TTS,,https://arxiv.org/abs/2406.08076,2024.06.12,v1,2024.06.12,InterSpeech2024,2024.09.01,https://doi.org/10.21437/Interspeech.2024-1672,"Ashishkumar Gudmalwar, Nirmesh Shah, Sai Akarsh, Pankaj Wasnik, Rajiv Ratn Shah",,,,,,,https://scholar.google.com/scholar?cluster=5765896001640726850,0,,,,,,,,,2024.10.10
FreeV: Free Lunch for Vocoders Through Pseudo Inversed Mel Filter,FreeV,Vocoder,https://arxiv.org/abs/2406.08196,2024.06.12,v1,2024.06.12,InterSpeech2024,2024.09.01,https://doi.org/10.21437/Interspeech.2024-1435,,,https://github.com/BakerBunker/FreeV,,,5,,https://scholar.google.com/scholar?cluster=13731432507109093105,1,,,,,,,,,2024.09.21
TokSing: Singing Voice Synthesis Based on Discrete Tokens,TokSing,SVS,https://arxiv.org/abs/2406.08416,2024.06.12,v2,2024.06.20,InterSpeech2024,2024.09.01,https://doi.org/10.21437/Interspeech.2024-2360,"Yuning Wu, Chunlei zhang, Jiatong Shi, Yuxun Tang, Shan Yang, Qin Jin",,,,,,,https://scholar.google.com/scholar?cluster=18331445064621172808,3,,,,,,,,,2024.10.17
Speech ReaLLM: Real-Time Streaming Speech Recognition with Multimodal LLMs by Teaching the Flow of Time,Speech ReaLLM,,https://arxiv.org/abs/2406.09569,2024.06.13,v1,2024.06.13,[Unavailable],[Unavailable],[Unavailable],"Frank Seide, Morrie Doulaty, Yangyang Shi, Yashesh Gaur, Junteng Jia, Chunyang Wu",,,,,,,[Unavailable],4,,,,,,,,,2024.10.17
UniAudio 1.5: Large Language Model-driven Audio Codec is A Few-shot Audio Task Learner,UniAudio 1.5,,https://arxiv.org/abs/2406.10056,2024.06.14,v1,2024.06.14,[Unavailable],[Unavailable],[Unavailable],"Dongchao Yang, Haohan Guo, Yuanyuan Wang, Rongjie Huang, Xiang Li, Xu Tan, Xixin Wu, Helen Meng",,,,,,,[Unavailable],4,,,,,,,Few-Shot,,2024.10.17
Period Singer: Integrating Periodic and Aperiodic Variational Autoencoders for Natural-Sounding End-to-End Singing Voice Synthesis,Period Singer,SVS,https://arxiv.org/abs/2406.09894,2024.06.14,v2,2024.09.11,InterSpeech2024,2024.09.01,https://doi.org/10.21437/Interspeech.2024-1720,,,,,,,,[Unavailable],0,,,,,,,,,2024.09.23
How Should We Extract Discrete Audio Tokens from Self-Supervised Models?,[Unavailable],,https://arxiv.org/abs/2406.10735,2024.06.15,v1,2024.06.15,InterSpeech2024,2024.09.01,https://doi.org/10.21437/Interspeech.2024-2135,,,,,,,,[Unavailable],3,,,,,,,,,2024.09.23
NAST: Noise Aware Speech Tokenization for Speech Language Models,NAST,,https://arxiv.org/abs/2406.11037,2024.06.16,v1,2024.06.16,InterSpeech2024,2024.09.01,https://doi.org/10.21437/Interspeech.2024-288,"Shoval Messica, Yossi Adi",,https://github.com/ShovalMessica/NAST,,,,,[Unavailable],2,,,,,,,,,2024.10.10
DiTTo-TTS: Efficient and Scalable Zero-Shot Text-to-Speech with Diffusion Transformer,DiTTo-TTS,,https://arxiv.org/abs/2406.11427,2024.06.17,v1,2024.06.17,[Unavailable],[Unavailable],[Unavailable],"Keon Lee, Dong Won Kim, Jaehyeon Kim, Jaewoong Cho",,,,https://ditto-tts.github.io/,21,80,[Unavailable],5,Diffusion,,,TTS,,,Zero-Shot,,2024.10.08
Articulatory Encodec: Coding Speech through Vocal Tract Kinematics,Articulatory Encodec,Codec,https://arxiv.org/abs/2406.12998,2024.06.18,v2,2024.08.21,,,,,,,,,,,,,,,,,,,,,2024.09.21
TacoLM: GaTed Attention Equipped Codec Language Model are Efficient Zero-Shot Text to Speech Synthesizers,TacoLM,CLM,https://arxiv.org/abs/2406.15752,2024.06.22,v1,2024.06.22,InterSpeech2024,2024.09.01,https://doi.org/10.21437/Interspeech.2024-1531,,,,,,,,,,,,,TTS,,,Zero-Shot,,2024.09.24
Improving Robustness of LLM-Based Speech Synthesis by Learning Monotonic Alignment,T5-TTS,,https://arxiv.org/abs/2406.17957,2024.06.25,v1,2024.06.25,InterSpeech2024,2024.09.01,https://doi.org/10.21437/Interspeech.2024-335,,,,,,,,https://scholar.google.com/scholar?cluster=5261611192106137747,2,,,,TTS,,,,,2024.09.24
E2 TTS: Embarrassingly Easy Fully Non-Autoregressive Zero-Shot TTS,E2 TTS,,https://arxiv.org/abs/2406.18009,2024.06.26,v2,2024.09.12,SLT2024,,,,,,,https://aka.ms/e2tts/,,,,,,,,TTS,,,Zero-Shot,NAR,2024.09.24
DEX-TTS: Diffusion-Based EXpressive Text-to-Speech with Style Modeling on Time Variability,DEX-TTS,,https://arxiv.org/abs/2406.19135,2024.06.27,v1,2024.06.27,[Unavailable],[Unavailable],[Unavailable],"Hyun Joon Park, Jin Sob Kim, Wooseok Shin, Sung Won Han",,https://github.com/winddori2002/dex-tts,,https://dextts.github.io/demo.github.io/,20,49,https://scholar.google.com/scholar?cluster=3195017631993643554,1,Diffusion,DEX-TTS/GeDEX-TTS,,TTS,VCTK/ESD,MetaStyleSpeech+HiFi-GAN/YourTTS/GenerSpeech+HiFi-GAN/StyleTTS+HiFi-GAN,,,2024.10.08
BESTOW: Efficient and Streamable Speech Language Model with the Best of Two Worlds in GPT and T5,BESTOW,,https://arxiv.org/abs/2406.19954,2024.06.28,v1,2024.06.28,,,,,,,,,,,,,,,,,,,,,2024.09.21
FLY-TTS: Fast Lightweight and High-Quality End-to-End Text-to-Speech Synthesis,FLY-TTS,,https://arxiv.org/abs/2407.00753,2024.06.30,v1,2024.06.30,InterSpeech2024,2024.09.01,https://doi.org/10.21437/Interspeech.2024-1435,,,,,,,,,,,,,TTS,,,,,2024.09.24
Lightweight Zero-shot Text-to-Speech with Mixture of Adapters,[Unavailable],,https://arxiv.org/abs/2407.01291,2024.07.01,v1,2024.07.01,InterSpeech2024,2024.09.01,https://doi.org/10.21437/Interspeech.2024-803,"Kenichi Fujita, Takanori Ashihara, Marc Delcroix, Yusuke Ijima",,,,https://ntt-hilab-gensp.github.io/is2024lightweightTTS/,,,https://scholar.google.com/scholar?cluster=13615806770900699221,1,,,,,,,,,2024.10.08
Lightweight Zero-shot Text-to-Speech with Mixture of Adapters,[Unavailable],,https://arxiv.org/abs/2407.01291,2024.07.01,v1,2024.07.01,InterSpeech2024,2024.09.01,https://doi.org/10.21437/Interspeech.2024-803,"Kenichi Fujita, Takanori Ashihara, Marc Delcroix, Yusuke Ijima",,,,https://ntt-hilab-gensp.github.io/is2024lightweightTTS/,,,https://scholar.google.com/scholar?cluster=13615806770900699221,1,,,,,,,,,2024.10.10
Robust Zero-Shot Text-to-Speech Synthesis with Reverse Inference Optimization,RIO,,https://arxiv.org/abs/2407.02243,2024.07.02,v1,2024.07.02,,,,,,,,,,,,,,,,TTS,,,Zero-Shot,,2024.09.24
FunAudioLLM: Voice Understanding and Generation Foundation Models for Natural Interaction between Humans and LLMs,FunAudioLLM,,https://arxiv.org/abs/2407.04051,2024.07.04,v3,2024.07.11,,,,,,,,,,,https://scholar.google.com/scholar?cluster=11999048316846931351,2,,,,,,,,,2024.09.23
FA-GAN: Artifacts-free and Phase-aware High-fidelity GAN-Based Vocoder,FA-GAN,Vocoder,https://arxiv.org/abs/2407.04575,2024.07.05,v1,2024.07.05,InterSpeech2024,2024.09.01,https://doi.org/10.21437/Interspeech.2024-380,,,,,,,,,,,,,,,,,,2024.09.21
LoRA-GA: Low-Rank Adaptation with Gradient Approximation,LoRA-GA,PEFT,https://arxiv.org/abs/2407.05000,2024.07.06,v2,2024.07.16,,,,,,https://github.com/Outsider565/LoRA-GA,,,,,https://scholar.google.com/scholar?cluster=6092529847550522223,0,,,,,,,,,2024.09.23
CosyVoice: A Scalable Multilingual Zero-shot Text-to-speech Synthesizer Based on Supervised Semantic Tokens,CosyVoice,,https://arxiv.org/abs/2407.05407,2024.07.07,v2,2024.07.09,,,,,,,,,,,https://scholar.google.com/scholar?cluster=16233573129404678819,8,,,,TTS,,,Zero-Shot,,2024.09.24
AffectGPT: Dataset and Framework for Explainable Multimodal Emotion Recognition,AffectGPT,,https://arxiv.org/abs/2407.07653,2024.07.10,v1,2024.07.10,[Unavailable],[Unavailable],[Unavailable],,,https://github.com/zeroQiaoba/AffectGPT,,,,,https://scholar.google.com/scholar?cluster=6374429304315607405,4,,,,,,,,,2024.09.23
Autoregressive Speech Synthesis without Vector Quantization,MELLE,,https://arxiv.org/abs/2407.08551,2024.07.11,v1,2024.07.11,,,,,,,,https://aka.ms/melle,,,,,,,,TTS,,,,AR,2024.09.24
Qwen2-Audio Technical Report,Qwen2-Audio,,https://arxiv.org/abs/2407.10759,2024.07.15,v1,2024.07.15,,,,,,https://github.com/QwenLM/Qwen2-Audio,,,,,https://scholar.google.com/scholar?cluster=13259138701210870695,12,,,,,,,,,2024.09.23
TTSDS: Text-to-Speech Distribution Score,TTSDS,Benchmark,https://arxiv.org/abs/2407.12707,2024.07.17,v2,2024.07.22,SLT2024,,,,,,,,,,,,,,,TTS,,,,,2024.09.24
MSceneSpeech: A Multi-Scene Speech Dataset for Expressive Speech Synthesis,MSceneSpeech,Dataset,https://arxiv.org/abs/2407.14006,2024.07.19,v1,2024.07.19,InterSpeech2024,2024.09.01,https://doi.org/10.21437/Interspeech.2024-266,,,,,,,,,,,,,TTS,,,,,2024.09.24
LLaST: Improved End-to-end Speech Translation System Leveraged by Large Language Models,LLaST,,https://arxiv.org/abs/2407.15415,2024.07.22,v1,2024.07.22,ACL@Fingdings2024,,https://aclanthology.org/2024.findings-acl.416,,,https://github.com/openaudiolab/LLaST,,,,,https://scholar.google.com/scholar?cluster=15668197912305572523,2,,,,,,,,,2024.09.23
LoRA-Pro: Are Low-Rank Adapters Properly Optimized?,LoRA-Pro,PEFT,https://arxiv.org/abs/2407.18242,2024.07.25,v1,2024.07.25,,,,,,,,,,,https://scholar.google.com/scholar?cluster=5563318481080163149,0,,,,,,,,,2024.09.23
SuperCodec: A Neural Speech Codec with Selective Back-Projection Network,SuperCodec,Codec,https://arxiv.org/abs/2407.20530,2024.07.30,v1,2024.07.30,ICASSP2024,2024.03.18,,,,,,,,,,,,,,,,,,,2024.09.21
The Llama 3 Herd of Models,LLaMA3,TextLM,https://arxiv.org/abs/2407.21783,2024.07.31,v2,2024.08.15,,,,,,,,,,,https://scholar.google.com/scholar?cluster=4075166335978822586,164,,,,,,,,,2024.09.23
Make-A-Voice: Revisiting Voice Large Language Models as Scalable Multilingual and Multitask Learner,Make-A-Voice,,[Unavailable],2024.08.00,[Unavailable],[Unavailable],ACL2024,2024.08.00,https://doi.org/10.18653/v1/2024.acl-long.589,,,,,https://M-Voice.github.io,,,[Unavailable],1,,,,,,,,,2024.09.25
StreamVoice+: Evolving into End-to-end Streaming Zero-shot Voice Conversion,StreamVoice+,,https://arxiv.org/abs/2408.02178,2024.08.05,v1,2024.08.05,,,,,,,,,,,https://scholar.google.com/scholar?cluster=358099860326856545,0,,,,VC,,,Zero-Shot,,2024.09.24
Language Model Can Listen While Speaking,LSLM,MLLM,https://arxiv.org/abs/2408.02622,2024.08.05,v1,2024.08.05,,,,,,,,https://ddlbojack.github.io/LSLM,,,,,,,,,,,FullDuplex,,2024.09.21
VITA: Towards Open-Source Interactive Omni Multimodal LLM,VITA,MLLM,https://arxiv.org/abs/2408.05211,2024.08.09,v2,2024.09.10,,,,,Training+Inference+Weight,https://github.com/VITA-MLLM/VITA,https://huggingface.co/VITA-MLLM,https://vita-home.github.io/,,,https://scholar.google.com/scholar?cluster=12137474138057550166,,,,,,,,,,2024.09.24
PRESENT: Zero-Shot Text-to-Prosody Control,PRESENT,,https://arxiv.org/abs/2408.06827,2024.08.13,v1,2024.08.13,,,,,,,,,,,https://scholar.google.com/scholar?cluster=980654330328177271,0,,,,,,,Zero-Shot,,2024.09.24
VNet: A GAN-Based Multi-Tier Discriminator Network for Speech Synthesis Vocoders,VNet,Vocoder,https://arxiv.org/abs/2408.06906,2024.08.13,v1,2024.08.13,SMC2024,,,,,,,,,,,,,,G:FCN+MRF D:MTD+MPD,TTS,LibriTTS/LJSpeech,WaveGlow/Parallel WaveGAN/HiFi-GAN/BigVGAN,,,2024.09.24
Neural Speech and Audio Coding,[Unavailable],,https://arxiv.org/abs/2408.06954,2024.08.13,v1,2024.08.13,IEEE@SPM,,,,,,,,,,https://scholar.google.com/scholar?cluster=5959560004447120901,1,,,,,,,,,2024.09.23
PeriodWave: Multi-Period Flow Matching for High-Fidelity Waveform Generation,PeriodWave,Vocoder,https://arxiv.org/abs/2408.07547,2024.08.14,v1,2024.08.14,[Unavailable],[Unavailable],[Unavailable],,ReadMe,https://github.com/sh-lee-prml/PeriodWave,[Unavailable],https://periodwave.github.io/demo/,24,X,https://scholar.google.com/scholar?cluster=14553664054487650270,1,FlowMatching,,Period-Aware Flow Matching Estimator,,LJSpeech/LibriTTS,HiFI-GAN/BigVGAN/PriorGrad/FreGrad,,,2024.09.24
Accelerating High-Fidelity Waveform Generation via Adversarial Flow Matching Optimization,PeriodWave-Turbo,Vocoder,https://arxiv.org/abs/2408.08019,2024.08.15,v1,2024.08.15,[Unavailable],[Unavailable],[Unavailable],,ReadMe,https://github.com/sh-lee-prml/PeriodWave,[Unavailable],https://periodwave-turbo.github.io/audio-demo/,9,X,https://scholar.google.com/scholar?cluster=4002945941867933119,0,FlowMatching,,PeriodWave+Few-Step Generator,,LJSpeech/LibriTTS,HiFI-GAN/BigVSAN/BigVGAN/PriorGrad/PeriodWave/UnivNet/Vocos,,,2024.09.24
SSL-TTS: Leveraging Self-Supervised Embeddings and kNN Retrieval for Zero-Shot Multi-speaker TTS,SSL-TTS,,https://arxiv.org/abs/2408.10771,2024.08.20,v1,2024.08.20,Submitted to SPL,,,,,,,,,,,,,,,TTS,,,Zero-Shot/Multi-Speaker,,2024.09.24
EELE: Exploring Efficient and Extensible LoRA Integration in Emotional Text-to-Speech,EELE,,https://arxiv.org/abs/2408.10852,2024.08.20,v1,2024.08.20,,,,,,,,,,,,,,,,TTS,,,,,2024.09.24
VoiceX: A Text-to-Speech Framework for Custom Voices,VoiceX,,https://arxiv.org/abs/2408.12170,2024.08.22,v1,2024.08.22,,,,,,,,,,,,,,,,TTS,,,,,2024.09.24
SpeechCraft: A Fine-grained Expressive Speech Dataset with Natural Language Description,SpeechCraft,Dataset,https://arxiv.org/abs/2408.13608,2024.08.24,v1,2024.08.24,ACM MultiMedia2024,,,,,,,,,,,,,,,,,,,,2024.09.21
SimpleSpeech 2: Towards Simple and Efficient Text-to-Speech with Flow-Based Scalar Latent Transformer Diffusion Models,SimpleSpeech2,,https://arxiv.org/abs/2408.13893,2024.08.25,v2,2024.08.28,Submitted to TASLP,[Unavailable],[Unavailable],"Dongchao Yang, Rongjie Huang, Yuanyuan Wang, Haohan Guo, Dading Chong, Songxiang Liu, Xixin Wu, Helen Meng",,https://github.com/yangdongchao/SimpleSpeech,,https://dongchaoyang.top/SimpleSpeech2_demo/,13,74,https://scholar.google.com/scholar?cluster=12788614326807710009,1,Flow/Diffusion,,,TTS,,,,,2024.10.08
DualSpeech: Enhancing Speaker-Fidelity and Text-Intelligibility Through Dual Classifier-Free Guidance,DualSpeech,,https://arxiv.org/abs/2408.14423,2024.08.26,v2,2024.08.27,InterSpeech2024,2024.09.01,https://doi.org/10.21437/Interspeech.2024-2005,"Jinhyeok Yang, Junhyeok Lee, Hyeong-Seok Choi, Seunghun Ji, Hyeongju Kim, Juheon Lee",,,,https://bit.ly/48Ewoib,5,33,https://scholar.google.com/scholar?cluster=5124111258456637871,1,Diffusion,,,,,,,,2024.10.08
